reviewerID,asin,reviewerName,helpful,comment,rating,summary,unixReviewTime,reviewTime,month,year,word_count,sentiment,product,issue,product_clean,issue_clean
A2T5R4NOTKFBQV,B000RUM0R4,"Michael Monji ""Tree Whisperer""","[0, 0]","Unfortunately the product came damaged during shipping, and it was not as sturdy as I thought it would be. It seems to be doing better than the cheap cages I have been using. I wish the product would be wider to support the plant as it grows bigger.",3.0,Gardeners Blue Ribbon TMC60 Tomato Plant Cage,1367971200,"05 8, 2013",5,2013,48,30,cage,damage,cage,damage
A7YZ3016WW2MG,B004JMZH0S,Third Wiley,"[6, 6]","I would like to commend Amazon for their great return policy; however, this hedge trimmer was a total failure.  I charged the battery and tried to trim a hedge.  The trimmer refused to cut anything over 1/8 inch in diameter and those less than that diameter it broke or shredded rather than cut.  From reading all the good reviews of this product, I can only think that I received a defective trimmer.I reread all the positive reviews of this trimmer and decided to give it another try.  The second one works as advertized; it cuts items smaller than 1/4 inch without difficulty.  The only reason that I did not raise my rating to 5 stars is due to product design rather than performance.  It would be worthy of 5 stars if it could be shortened; much as the pole chain saw can be used in either two or three sections.",4.0,Second time around it works,1332288000,"03 21, 2012",3,2012,146,40,trimmer,design,trimmer,design
A376OJHLE6SU9Q,B00C3YJ0YS,M. Wolf,"[0, 2]",I have a small soft tub hot tub.  Our water is very soft and it is basically just my husband and I who use the hot tub.This bottle says best when used within 6 months.  (I've had my current bottle of anti foam 4 months and I've not used 1/4 of it yet -- shelf life is not mentioned on my current brand).The smell in the bottle is not overly bad but I suspect based on other reviews that it reacts with different chemicals that are currently in the water.  My bottom line is stick with a single line of chemicals that are built to react to each other.This one seems to not react well with many other chemical systems.,1.0,works well,1403740800,"06 26, 2014",6,2014,116,35,antifoam,reaction,antifoam,reaction
A1O8BS2HKE5Y0O,B001AZJK46,"K. Benoit ""K B""","[1, 2]",These won't catch a mouse they are large. Think squirrel size. I would say anything from about 6-7&#34; and larger are gonna have trouble. Works well in the barn on the large rats.,5.0,Great Rat Trap,1402272000,"06 9, 2014",6,2014,32,40,trap,size,trap,size
A2AIQYXKN9V80L,B002Z8E52Y,BD King,"[0, 0]","Summary:  A small, compact pressure washer that is fine for occasional use.  Two heads allow either a rapid spinning needle spray, or a variable wide to needle pattern.Pros:  Compact, easy to use, good quality.  The handle is comfortable, and the pressure is perfect for the casual exterior cleaning I do.  If I need to do a deep cleaning, I'd rent a 3,000+ pound sprayer, as this is not designed for hard to clean jobs.  The power cord is long (25 feet, I think) and the hose is about 10 feet long.  So it reaches around the house from the power outlets fairly well.Cons: The hook-up for the water is plastic.  This can be changed out for Brass, which I did.I'd buy it again.  After three months of use, I remain pleased with the purchase.  The one star deduction is for the cheap plastic ready-connect.",4.0,Good pressure for the price,1371600000,"06 19, 2013",6,2013,141,75,washer,plastic,washer,plastic
A2OCDK0BOW6UCY,B000HJ7AIY,Antigone Walsh,"[0, 0]","By the time you see the annoying little buggers, it is too late. You must throw out any contaminated or potentially tainted foodstuffs, seal any entry points and scrub everything down. This product can help. It is easy to set up and contains a lure that is designed to attract and trap male moths. There is no discernible odor and it is non-toxic. However, I have had mixed luck with it. I used it in a shed where I store bird seed and dog and cat food. One bag of seed turned out to be buggy. So far this has captured two moths. I was hoping for more impressive results. A piece of fly paper was far more effective and I think removing the lure and affixing it to the fly paper might help.It is a conundrum. I learned from a manager of a  retailer that they spray their bags of pet food and bird seed  with insecticide. It may be effective but it is not acceptable. So I guess the only option is the occasional headache of pantry pest elimination. Again, this product seems to be somewhat helpful and therefore could serve as part of a removal strategy.",3.0,Part of a Strategy,1369699200,"05 28, 2013",5,2013,199,40,trap,effectiveness,trap,effectiveness
A3B4ZZXYW0XDI1,B000F97DZG,IM,"[16, 16]","Like its big brother, this is an excellent quality rake. The 8"" shrub rake is durable and has a comfortable handle.Great for getting into tight spots around your landscaping.The head and tines are flexible and durable.I have had this rake for a few years and it is still in mint condition even after a lot of use. I have had small shrub rakes that have too stiff a tine and end up with broken tines.These are flexible and strong.A very nice item.Highly recommended.",5.0,Excellent for tight spaces!,1182470400,"06 22, 2007",6,2007,82,90,rake,,rake,
A18H3X0XGMD1K0,B001AN7RGG,Rollin,"[1, 16]","The way they are pictured, it seems simple to just place them individually and light them. In fact, they come in one 6-cube by 4-cube mass of cubes. Each cube is attached to at least three other cubes by the plastic cut that surrounds each cube. Also, each cube has a aluminum foil on top of it to seal the flammable material in the plastic cup.The first challenge is how to separate them. They do not just pull apart. I cut mine with a scissors, which resulted in small pieces of the flammable material all over my counter. Then I wondered, do I remove the foil? Is the plastic cup flammable? There are no answers to these questions on the packaging.That precedes the question of how to ignite the cubes once charcoal has been stacked on top of them. There are three answers to that question, a long fireplace match, a propane torch or charcoal lighter fluid.  My choice was the latter and viola, instant flames, and assumed Weber lighter cube ignition.What seems simple when reading the sales literature is in fact, not simple at all. And if you are using a chimney starter to light your charcoal, the problem will be magnified, although you could probably put charcoal in the chimney, hold it over your head to be able to see the cubes and ignite them with a butane lighter. (I would not recommend using this procedure if you would need to use lighter fluid to ignite the Weber cubes - unless there is a shower nearby with plenty of soap and water available.)",1.0,Very difficult to use,1379894400,"09 23, 2013",9,2013,264,25,cubes,separation,cubes,separation
A3EMLR8NELLSMI,B000HCLLMM,Runs with scissors,"[1, 1]","This cover is super heavy duty, attractive, and fits nicely over our BBQ.  We keep our grill up on a covered veranda, so it is already protected somewhat, but it does get alot of wind.  We were suprized to find that this cover stays in place without the ties at the bottom being used.  When we get a blizzard coming, we'll fasten the bottoms and I have no doubt it will stay in place just fine.Side note:  This cover is hheeaavvvy!  Let husband take it on and off the grill. (It's his job to do the grilling anyway....Right?!)I only gave it four stars because I need to see how it does in the summer under our high mountain UV rays.",4.0,Perfect Fit!,1288224000,"10 28, 2010",10,2010,120,85,cover,durability,cover,durability
A2MSQNPTNAAGL1,B001JJCW0M,P. Cannon,"[1, 1]",This is a very well made device and it looks like it would work very well for mice. I didn't realize it was just for mice though I assumed multi kill meant multi as in different rodents not quantity of just mice. So know that this will only kill mice NOT RATS. We don't have mice here so I was unable to tell if it works or not but it is sturdy well made and very easy to bait. It has a very tiny chamber the mouse must go through so a rat will not fit. Too bad they didn't make this with a larger chamber for both rats and mice.,4.0,well made but only for mice not rats,1310342400,"07 11, 2011",7,2011,111,45,trap,size,trap,size
AX7317G153T8W,B00023RSUA,"P. Colin McGraw ""AV, Computer & EnviroTech Nut""","[0, 0]","I bought these shortly after buying Black & Decker's cordless electric lawn mower (which I also love), and I wasn't disappointed.The trimmer/hedge trimmer/blower work as you'd expect, the trimmer even features a telescoping body to adjust comfortably to your height. They are also relatively quiet and require no gasoline can or earplugs!The best part is that you get all three units for the price of just two of them sold separately! Plus, an unexpected but very welcome bonus is that this set comes with its own plastic mount for all three tools AND a separate mount for the batteries. I wouldn't have considered this a big selling point, had I read it, but having the ability to easily hang the tools in my garage out of the way and out of the reach of my kids is more valuable than I expected.Bravo Black & Decker!-1 star, however, because my package came with only two batteries (though to B&D;'s credit, they sent the third with minimal fuss once I contacted customer support).Oh, and once you buy these suckers, beware! Black & Decker have a whole product line of cordless drills, saws, sanders and other power tools that run on the 18-volt battery system, and once they pull you into the product line, all the other 18-volt products become pretty enticing!",4.0,"Great Set, Good Value, Excellent Product Line",1210204800,"05 8, 2008",5,2008,216,85,trimmer,batteries,trimmer,batteries
A5ZGJBOPDRVQL,B0006G51KC,Charles,"[0, 0]","Took a while, but the humming birds finally found the feeder.  I'm hoping we're on next years rotation and they tell their friends.  I had no idea humming birds were attracted to red...",5.0,tap tap tap,1356652800,"12 28, 2012",12,2012,33,70,feeder,,feeder,
A3MY639RL2TNK8,B000EHJN7K,Amiee Hiers,"[3, 3]","During their seven to 10-day life span, Fungus Gnat females may lay up to 200 eggs into the cracks and crevices of growing media. Moist-growing media containing high amounts of peat moss are particularly attractive to adult females.I have 2, 50 pellet pot jiffy seedling starters. I ordered these for refills because it was more fpr a cheaper price. Now I know why..You can tell these were at least last years old stock or older. You can tell that simply by how long it takes the pellets to absorb the water. It should really only take 1 minute to absorb. These took over 3 to 5 minutes. Most of the seeds I planted when using this batch of pellets did not grow. I was going to try to save the peat to mix with some potting soil.When I opened the pellets there were tons of Fungus Gnat Larvae feeding on the seeds inside. YUCK Yuck Yuck!THANK GOD I CAUGHT THIS BEFORE THEY TURNED INTO FLIES! MY HOUSE WOULD HAVE BEEN INFESTED!Yes, I blame these pellets and not my seeds or myself. I have never had this issue before.In order to not waste the money I spent buying these I am going to have to spend more money on an insecticide and mix it with the water, when using them..Yes, I am sure the eggs were in the peat pellets and not from me or my home etc.I Know these are old stock, and had eggs in them hence, bad stock!I will not be buying from this seller again!Buyer beware.This is my first ever bad review. Trust me, that tells you something!...... Move on!",2.0,Fungus Gnat eggs included! YUCK!,1373932800,"07 16, 2013",7,2013,267,15,pellets,infestation,pellets,infestation
A27CTW0GPEE0AZ,B007C7I13M,Firefly,"[0, 0]","I have used preen for years and loved it,but I was never quite sure I was getting the right amount put on. I did'nt want to go overboard with it but sometimes I did. Now it is so easy!  Just install the batteries and go. Now I am not worried about the right amount because the spreader does it for me. It is so awesome get it and try it you will love it!!!",5.0,Excellent product !!!,1399420800,"05 7, 2014",5,2014,74,90,spreader,,spreader,
A1ZU55TM45Y2R8,B000CSYMRC,J. Haggard,"[0, 0]","I have a hard clay yard, many areas of it the lawn is growing well but there are a few patches where grass just won't grow. If you look at the ground it's just solid dirt, compacted so much that grass won't grow, in many cases water doesn't even seep into it. I had the chance to try this aerator out and at first I wasn't sure. It didn't have hollow teeth like others I had seen but it still works well. What I found is I wet the area a little bit and then started to poke this in the ground, step on it to push it in then pulled it out. Repeated about a hundred times as I walked around and that seems to have loosened the soil up. It's too early to tell if grass will grow, but there is better airflow and now at least water is draining better and going into the ground. I have planted grass seed as well so only time will tell.I did not have any issues with this bending or feeling like it would bend in my hard clay soil. Seems to be built really well.",4.0,"Built solid, works fairly easy in hard soil",1400112000,"05 15, 2014",5,2014,195,70,aerator,,aerator,
A2IK6FJZPDAXW4,B004S0KV9I,"Henzo Broquee ""HB""","[2, 2]","picked up a handful of these in 2gal for some grafted citrus seedling trees. and a couple 3gal just in case. there are no handles on either of these sizes, just so you know. but I sorta expected that from other reviews here.the smaller size turned out perfect for the baby trees, and the 3 gallon was perfect for re-potting a mature (but smallish) jade plant.I'd expected these to dry the soil out much quicker than a ceramic pot, but so far that doesn't seem to be the case. so maybe get a cheap moisture meter and check so you don't overwater (I tend to either completely neglect plants, or else water like 2x a day every day. ugh.)",4.0,no handles but I like it,1357344000,"01 5, 2013",1,2013,118,65,pots,handles,pots,handles
APKD4O1I1IJF8,B002J0PMOS,"FES ""from the field""","[1, 1]","Just like the old days, these are solid red brass, not the cheesy far-east yellow brass, and certainly not the &#34;alumabrass&#34; which is soft aluminum with a thin coloring of brass.Expensive, but durability wise-worth it.",5.0,Heavy Duty Red Brass,1371772800,"06 21, 2013",6,2013,35,75,brass,cost,brass,cost
A2DA2NJZ2RIYAB,B0096Q19YU,M. Brown,"[0, 0]","I hate mice, so when I found some droppings in the corner of my kitchen, I was really upset.  It was time to do something and to get rid of these guys once and for all.  I found the Victor Tri-Kill mouse trap and ordered it, it was the best thing that I ever did.  This will kill 3 mice at once and that is something that you definitely want to check out.",5.0,Victor Tri-Kill Mouse Trap,1368748800,"05 17, 2013",5,2013,72,30,trap,mice,trap,mice
A1XB63URNE4OI6,B001E6QVM0,stephen newmark,"[0, 0]",The bristles on this brush will eventually snap off an liter the pool.  this is the fourth time I had to buy one.,3.0,just ok,1386979200,"12 14, 2013",12,2013,23,20,brush,durability,brush,durability
A16AXQ11SZA8SQ,B00CM859OA,"MamaBear007 ""MamaBear007""","[1, 2]","I have had this set out for about two weeks.  It hasn't caught one rat or mouse!  However, the first night I had it out, something did try to eat the bait (dog food).  When I got up the next morning, I discovered the Rat Zapper turned upside down, with the battery cover dislodged and the batteries (and bait) strewn a couple feet from the trap.  Apparently, it has enough of a zap to royally tick off whatever critter wanted the bait, but not enough to kill it.I put the batteries back in and re-baited (and reset) the trap.  Two days later, the kill light was flashing, and I eagerly looked inside.  The trap was empty.  Not only was there no critter in the trap, but the bait was gone.I gave it one more try.  Put more dog food (and peanut butter smeared in a soda pop top -- you can't put wet bait directly on the bait tray), and then I reset the trap.  It has been almost two weeks, and except for the bait, it sits empty.  I guess the critters learned their lesson, and they've decided to leave the trap alone, but still infest my property.I can't recommend a trap that merely annoys its intended victim, but doesn't kill it.",1.0,Worthless,1373673600,"07 13, 2013",7,2013,212,20,trap,effectiveness,trap,effectiveness
A33Y8C4818EJL0,B001UU01US,"Live, Laugh, Love...","[0, 0]","This colorful vintage looking feeder is a welcome edition to our garden.  It was packaged securely and appears to be made well.  I was concerned about how it will hold up due to comments by other reviewers.  I am very happy to report that I hand washed this feeder with regular dawn and had no trouble with the vibrant red color fading.  The only real issue I have is the narrow opening for filling this.  I had to use a funnel, as there was no other way to quickly refill this. 4 stars",4.0,Terrific looking feeder...Birdies are lovin' it!,1339027200,"06 7, 2012",6,2012,92,75,feeder,opening,feeder,opening
A19VW07IUHNV1R,B000279304,Amazon Customer,"[0, 0]",I like the spikes. It makes keeping my plants in good shape so much easier than mixing a fluid mix. Just pop it in and you're good to go!,5.0,Makes things easy.,1401148800,"05 27, 2014",5,2014,29,85,spikes,,spikes,
A379DLIAF0MFM5,B00AQ4CNUK,"Mr. Deeds ""Opportunity is limited only by ima...","[0, 0]","The Perky-Pet Glass Mason Jar Hummingbird Feeder is well-designed and I like that the jar is real glass vs. plastic. It reminds me of the canning jars my grandmother had many years ago.I've used a couple different brands of  nectar and the hummingbirds do come and use the feeder. It's very calming to watch them even though their wings beat at a furious rate.Filling it is easy: Just unscrew the jar and fill it up, then screw it back in. The only issue I have personally when setting it back on the post is that some of the nectar spills out because I have to flip it around to hang it. But that's no big deal.To clean it, I just hose it off. It's very sturdy and I look forward to using this for many years ahead. And it looks nice too in our flower garden. Two thumbs up.",4.0,"Looks great, well made and the hummingbirds like it, too",1377216000,"08 23, 2013",8,2013,149,85,Feeder,spillage,feeder,spillage
A3S0Y5GVW1CYRW,B003BVJBR8,"Amazon Customer ""geek girl""","[3, 3]","This trimmer was easy to put together right out of the box. One of the only complaints that I have about it is that the trimmer guard falls off quite easily. If you bump the guard into something, it can just fall right off into the blade. If it had a better mechanism to attach it, it would work a lot better.The trimmer works well until you get it into heavy grass. When you are trying to trim in a heavy area, you will have to pull the trimmer out and start over quite a few times. This trimmer would be best suited for light trimming of grass that is not very thick.",3.0,Pretty Good Trimmer,1313280000,"08 14, 2011",8,2011,113,40,trimmer,guard,trimmer,guard
A3DGRAUBQY2L96,B000H5SD5C,"Mac Simpson ""MacKinnon""","[0, 0]","Bought this for one task only&#8212;to water my raised beds. Twenty-five feet was the perfect length . . . I had been using a fifty-footer but kept tripping over the extra coils. So far, this is the perfect solution.",5.0,A sturdy 25' hose,1377734400,"08 29, 2013",8,2013,36,85,hose,,hose,
A3V2WHHZWUYLX0,B004Q46LW2,John ChiTown,"[0, 0]",It get the job done but is a little unsteady on a large cast iron grate - it is short so you really need a heatproof glove moving grate around on a hot grill.,3.0,It get the job done,1375660800,"08 5, 2013",8,2013,33,40,grate,unsteady,grate,unsteady
A1F0ITW7KPUKQI,B002MAPZYC,R. M. Mayhew,"[0, 0]","First I bought the McCulloch MCS2001 14 amp Electric Chipper/Shredder.  It worked ok on sticks and twigs, but feeding leaves in was a time consuming chore.  We wanted something where you could scoop up a big handful of leaves and just drop them into the mulcher.  The Worx model does that.  Essentially it is a weed-eater and uses the same plastic line to cut up the leaves.We use the Toro 29210 43-Gallon Gardening Spring Bucket (also purchased on Amazon) to catch the leaves.  We spread ours out for mulching, so we don't use a plastic bag for curbside disposal. As long as the leaves are dry, this unit works quite well.  The McCulloch unit was very heavy and hard to maneuver and store.  The Worx unit breaks down nicely for easy storage and is easy to move around.  I would buy the Worx again.String Option: We needed new mulcher string and I noticed the Worx uses .090 string.  You can buy specific Worx replacement string online for more than I prefer to pay.  Most trimmer string is smaller or larger so I purchased the .095 string and it fits, snugly, for about 1/3 of the price.  You have to cut it yourself, but that's not a problem.",4.0,Worx vs McCulloch (With String Option Comment),1353369600,"11 20, 2012",11,2012,202,65,Mulcher,Price,mulcher,price
A17UNMURMLX0ZE,B00AXTO41E,C. Weaver,"[0, 0]","This is a nice quick cleanup tool. Don't think this is anything like a gas blower, or even the output of a shopvac. But it is super easy to use, very lightweight, great battery that last at least an hour. Some of the photos seem misleading, there is no vacuum attachment included here, just a motor, battery, and blower tube assembly.I have used blowers outside for all kinds of jobs, much cleaner than a pressure washer for leaves and some dirt. This blower can move a reasonable amount of material to keep your sidewalk clean, but unlike a gas blower, the debris is not going to go flying yards away. The air speed drops off quickly after a few inches, this blower is good for close range lift and move operations.One surprise is indoor use: garage, basement, cobwebs, under the couch, etc. This blower is quiet enough and has speed controls that make it useful indoors.I have to mention the great battery, it charges fast, has built in charge tester, and last a long time. Why didn't B&D; switch to these long ago!",5.0,"Very light, easy to manage, great battery, reasonable air speed.",1364342400,"03 27, 2013",3,2013,183,75,blower,misleading,blower,misleading
A2BAAKZHSUGCDP,B00BXY0QR4,"Jill Clardy ""So many books, so little time....""","[0, 0]","I replaced one of my unsightly plastic pots with this attractive hanging planter. It was very easy to attach the chain hooks to the edge of the basket and hang it on an existing hook. I planted it with a big pot of purple pansies. The 14-inch size allows you to use plenty of fresh soil to give the flowers room to grow, and will be slow to dry out, so probably will not need daily watering. The biodegradable pot and open design makes the basket lightweight, and does not appear to spill over and leak as easily as the plastic pot after watering. My concern is that the thin cardboard-like substance from which the liner is made will probably last only one season, and I didn't find on Amazon a source for replacement liners. It would be a shame if this hanging basket was good for only one year, as that sort of offsets the ecological benefit of using a biodegradable liner.",4.0,Attractive and Useful,1367625600,"05 4, 2013",5,2013,163,65,planter,durability,planter,durability
AOMOTMG7R8AUO,B000H5R722,Happy Customer,"[0, 0]","I keep breaking this part for some reason so I got 3 of these, very cheap, instead of replacing my weed wacker, which is heavy duty and no long made.",5.0,Fits my weed wacker,1395187200,"03 19, 2014",3,2014,29,30,part,breaking,part,breaking
AI0NMYA3LKXW1,B00004U9VA,"Bartok Kinski ""A casual stroll through the lu...","[1, 12]","I used this in Vietnam, where the local butcher, Hang Kau Pung, asked me to use my gas grille for his yak. After butchering it, we used the grille to smoke it and had a problem when the ribs did not fit on the Weber 3601 Rib Rack. I had 5 Weber Rib Racks so they were useless and we had to put the cooked meat on the fly dirty ground near treated sewer water. I suppose if you are using pig Ribs they fit but be weary of larger meat animals.",5.0,Smokey Mountain Cooker/Smoker,1227398400,"11 23, 2008",11,2008,90,25,grille,size,grille,size
AOVROBZ8BNTP7,B00004U9VV,S. Potter,"[0, 1]","The Weber is the best chimney starter I have used.  It's bigger than most others, can be lifted and dumped with one or two hands, and the handle stays relatively cool.  I just ordered a second so I can fill my relatively large barbeque all at once.  If you are not into gas you need this tool.",5.0,Can't grill without it!,1124409600,"08 19, 2005",8,2005,57,90,chimney,,chimney,
A267FU71Z01CIH,B00C88DV6M,"Kippoe ""Kipp Poe Speicher""","[0, 0]",What a fun little kit to get you into everything you need to start gardening. With prices going up and pay going down it's time to find ways to save yourself some $. This i a fool proof way to start you off in gardening very easy to use starter pods will have you reaping some useful product.Very happy with the end results and look forward to planting the rest of them when the season starts next year.,4.0,Introduction to gardening,1377388800,"08 25, 2013",8,2013,77,90,kit,,kit,
A3H7V57O592BRH,B00004R9VV,"Amazon Customer ""ML""","[3, 4]","I bought this hoping to kill mosquitoes. I plugged it in and watched the beautiful zapping. After a few nights of this, I did some research and found that 99 percent of those zaps were useful bugs. I decided to return it after killing hundreds of useful bugs in my yard and maybe...maybe a mosquito or two.",5.0,It definitely kills bugs,1250553600,"08 18, 2009",8,2009,56,25,zapper,efficacy,zapper,efficacy
A13GZCHAMKWYBT,B000A0VOD2,"Vikki Hallen ""lizardwitch""","[0, 0]","I really liked using this one..with the powered sprayer it made a huge difference in getting all my bushes, garden fencing, hanging plants, etc, sprayed without getting a sore, worn out hand!  Usually I also get the stinky spray all over my hand too from pumping the nozzle head..not this time!  I also like the fact that I don't have to mix anything.  This product says water repellent so we will see as I don't get rain all that frequently.  I do know that I haven't had anymore nibbling from deer for a week and whatever was trying to tunnel into my garden seems to have given up, we will see!  I really like the battery powered sprayer :)",4.0,Solution Not Stinky!  Battery Powered Sprayer..easier work!!,1342396800,"07 16, 2012",7,2012,118,85,sprayer,,sprayer,
A1O97WKID9L3IA,B003MNFOLC,"Jeff Wignall ""Photographer, Author and Radio ...","[0, 0]","I have a smallish backyard garden (five raised beds, each 4x12') and, for me, weeding is the least fun part of gardening. Over the past few years I've begun using black plastic sheeting as a mulch to cover the beds and I'm a complete convert: black plastic mulch heats the soil, retains moisture and, most importantly, it makes weeding a thing of the past, except... Except that when it comes to certain crops, like onions, it's really not efficient. It's simply too big a chore to cut slits for 200-300 baby onion plants and even if you do, weeds will grow up *right next* to the onion plant. Last year I had a horrific weeding problem in my onion bed (I devoted one 4x12' bed to just onions); some awful insidious grasses just took over and made weeding a torturous chore and kept the size of the yield to a bare minimum. Weeds robbed all of the nitrogen and other nutrients in the soil and really stunted the growth.I decided this year to try a pre-emergent weed killer, but being the organic sort of person I am, I certainly wasn't going to pump Preen or some other awful crap into my food beds. I'd been reading about the benefits of corn gluten meal (though there is considerable online debate about its effectiveness) and decided this was the year I would try it. What the heck; if it works, a miracle, if not, I'm not worse off than last year (and next year I'd have to figure out a way to use the plastic with onions). Then the Amazon Vine Program offered me, like a miracle, a bag of this corn gluten meal. Perfect timing. So last week I took what was a strawberry bed for the past few years, dug up all the strawberry plants, churned in 120 lbs of composted manure and let it sit for a few days. Then I added this corn gluten meal and raked it in and watered it gently per the instructions. Interestingly, I had read many times that timing is everything with corn gluten and that the best time to put it into the soil is just as the forsythia are budding--and that's just what I did (I'm in zone 6 in Connecticut). I'm letting the corn sit for a few days before I plant the onion plants. By the way, you can't use this product with seeds because obviously it will not allow them to ""emerge."" It is *only* useful with seedlings and the bag says it's perfectly safe for seedlings.Of course, I can't yet tell you if it works or not because it's not warm enough for the weeds to really be kicking in. But I'm following the instructions carefully, have done everything I think is required and now I'm just waiting. (There are time constraints on Vine reviews otherwise I would have waited to post this.) But I *will* update this in about two weeks (early May) to see if it really is controlling weeds. I'm kind of excited to see if this works, because if it does, I may use it in other beds and stop buying as much plastic. I don't mind using the plastic, but again, for some crops, it's quite a pain. So, update coming soon. I hope this works!Update 4/27: OK, about a week, so far no signs of weeds. But I planted 200 onions today, so fingers crossed.Update 5/02: Kind of impressed. Still don't see a sign of a weed in that onion bed. Could this stuff possibly work?Update 5/14: This is pretty amazing--a few big rainy days, lots of hot days and not a week in sight! Wow.",5.0,"I've applied it, now I have to wait",1366070400,"04 16, 2013",4,2013,608,75,mulch,weeding,mulch,weeding
A3QRR8PSCBI07C,B000WEPH8Y,JJM,"[0, 0]",Well made and a perfect fit.  It discolored to a more gold color after use but it fits and works fine,5.0,exactly what i wanted,1370476800,"06 6, 2013",6,2013,21,75,,discoloration,,discoloration
A25TT44FXNV0F0,B003YL4MG0,RSL1,"[2, 2]","I think all of the mouse traps on the market work most of the time. Having said that, this Ortho trap never misses. I have never seen the bait eaten or the trap set off without a dead mouse in this trap. It is easy to set with one click and your fingers are not in harms way. This trap hits hard for a fast kill. I have read that some mice will avoid a trap with a human's smell. Take steps like gloves, trap cleaning and never touching the bait for that one educated mouse. Dead mouse smell on the trap can also be a turn off. So think clean. One way to keep mice out of your house is to locate exterior gaps or holes. Buy a roll of copper mesh, available on Amazon. Stuff it into any cracks or holes. Mice cannot chew through the mesh and the copper is soft enough to be easy to use.",5.0,A bad day for the mouse,1380067200,"09 25, 2013",9,2013,160,85,trap,,trap,
A2NYK9KWFMJV4Y,B00GPVZA58,"Mike Tarrani ""Jazz Drummer""","[0, 0]","When my review sample arrived I was a bit surprised by how large these actually are. That is a big plus for me because I am basically lazy and these allow me to make shorter work of lawn jobs.I do not get many leaves, but I am forever cutting back bushes and trimming palm fronds. Where these have proven to be perfect is I have an interesting population of snakes in my yard as do many Floridians. My visitors include a coral snake that is not aggressive, but one that I do not want to bite me when I am scooping up debris, fronds and shrub trimmings. And there is always a pygmy rattlesnake or two in the yard. These scoops put some distance between my hands and inquiring fangs, and I suspect that when my yard guests see this looming near them when I am scooping up stuff they quickly move somewhere else.Seriously, these are easy to use and can pick up surprisingly large amounts of debris. It's easy to clean with a hose, and the pair nestles for easy storage, In fact, there is a hanging loop incorporated into the design for maximum convenience.This ships with a thin fabric bag with a logo. It is not something that would work for long term storage, but it certainly handy for other, unrelated uses. But the scoops are the best yard tool that I have come across in a long time. My neighbor is so impressed that he is purchasing a pair for himself. They are that handy around my part of the country!",5.0,Perfect for my neck of the woods,1399161600,"05 4, 2014",5,2014,264,85,scoops,,scoops,
ADOR3TR7GDF68,B000FLV9H2,F T. A.,"[0, 0]","Used this to cover my canna roots. basically it keeps the bugs away and what bugs eat it or rub up against the powder will die. not, safe for humans so don't panic!",5.0,Perfect 10/10,1386201600,"12 5, 2013",12,2013,33,70,powder,safety,powder,safety
AHRNDSKWH1YBT,B00GSQ6HXO,M. Hertzler,"[0, 0]",I am very happy with this feeder. I loved that the nectar was included for quick set up! Just mix and go. It is simple and easy to take apart and clean. The bee guards and perches sealed the deal. It is lightweight and eye catching.A great option for a first hummingbird feeder.,5.0,Best First Feeder!,1403136000,"06 19, 2014",6,2014,53,95,feeder,,feeder,
A11OTLEDSW8ZXD,B000053F9J,CGScammell,"[65, 66]","This little light is easy to assemble, needing not much more than a screw driver to tighten the nut and screw. Once it is clamped down on another sturdy object, it stays put.  It doesn't wobble or come undone.  The cord is five feet long.  Depending on how far away this lamp is from the plant, the effective radius is plenty enough (about 24"" from a foot away).  I use this over a germination set next to my bird cage, and my little dove gets some of that light as well.One thing about this that may be dangerous to other users:  the black hood that goes around the socket gets VERY HOT!  This lamp would not be recommended around birds or small children.  However, set in a nice location this is a pretty lamp that provides good swivvel and warmth.This clamp comes with a 60-watt bulb, packed in its separate cardboard support.",4.0,It does its job,1297987200,"02 18, 2011",2,2011,151,65,lamp,heat,lamp,heat
A3EPJSPH03AS29,B007UII372,pebbles,"[0, 0]","I love this feeder.  I'm an avid hummingbird feeder.  I have 4 feeders out at a time.  This one is very beautiful.  I love the copper bowl and the bright red antique look bottle.  A lot of times people think they need to add red dye to the sugar mix, but it's really bad for the birds.  This feeder will eliminate the temptation to do that.  It looks like it will be pretty easy to clean.  The bail hanger is a little tight, but it did fit on my wrought iron pole, barely.A very pretty addition to my yard.  And, the hummingbirds like it!!",5.0,So pretty!,1369872000,"05 30, 2013",5,2013,103,85,feeder,hanger,feeder,hanger
A19WEEGB05YAZ3,B000CSYMRC,J. Weaver,"[0, 0]","This is a solidly built garden tool. From the spikes to the handle, it is one piece, so even in the toughest of soils, you don't have to worry about the spikes separating. The handle provides a solid grip that is covered in a plasticky/rubbery material that won't twist or turn, but stays in place while being used.We might as well live in two different towns, so different is the ground soil in our front and back yards. This aerator was easy to use in front yard, which is fairly plush and well hydrated. But, more importantly, it was just as easy to use in the dry, hard dirt/lawn of the back yard.We've used a rotary cultivator in the past, and you'd think that the rotary action would make it easier and more useful. You'd be wrong, as it actually required more work to make sure that we actually broke through the surface of the lawn. This spike aerator might require more time, but it's definitely worth it for a product that, in the long run, is easier to use.",5.0,Just as good on lush and compacted lawns,1400544000,"05 20, 2014",5,2014,180,85,aerator,,aerator,
